Model ID,Unofficial Name,Render,Type 4s,Type 4 Count,BMDs
0xef10fad4,shadow_cylinder,,"0x06a8bccb, 0x06a8bccb, 0x07608e5a, 0x07608e5a, 0x07608e5a, 0x07608e5a, 0x0cb33492, 0x0cb33492, 0x0cb33492, 0x0cb33492, 0x0d7b0603, 0x0d7b0603, 0x13579ee8, 0x13579ee8, 0x13579ee8, 0x13579ee8, 0x194c16b1, 0x194c16b1, 0x194c16b1, 0x194c16b1, 0x1f42a7ec, 0x1f42a7ec, 0x1f42a7ec, 0x1f42a7ec, 0x1f42a7ec, 0x3b39bf8c, 0x3b39bf8c, 0x4243eeb1, 0x4243eeb1, 0x4243eeb1, 0x48503d56, 0x48503d56, 0x48503d56, 0x485866e8, 0x485866e8, 0x485866e8, 0x485866e8, 0x567ca5bd, 0x567ca5bd, 0x567ca5bd, 0x5c6f765a, 0x5c6f765a, 0x5c6f765a, 0x6036478c, 0x6036478c, 0x6036478c, 0x6036478c, 0x6036478c, 0x6036478c, 0x6202993f, 0x6202993f, 0x6202993f, 0x640c2862, 0x640c2862, 0x640c2862, 0x6a2dcfd5, 0x6a2dcfd5, 0x6a2dcfd5, 0x6a2dcfd5, 0x721e672a, 0x721e672a, 0x721e672a, 0x8009e972, 0x8009e972, 0x8009e972, 0x8009e972, 0x81c1dbe3, 0x81c1dbe3, 0x8bda53ba, 0x8bda53ba, 0x8bda53ba, 0x8bda53ba, 0x943ef9c0, 0x943ef9c0, 0x943ef9c0, 0x943ef9c0, 0x9e257199, 0x9e257199, 0x9e257199, 0xaf7abe2a, 0xaf7abe2a, 0xaf7abe2a, 0xc32438c4, 0xc32438c4, 0xc32438c4, 0xc52a8999, 0xc52a8999, 0xc52a8999, 0xc93fb09d, 0xc93fb09d, 0xc93fb09d, 0xc93fb09d, 0xcf3101c0, 0xcf3101c0, 0xcf3101c0, 0xcf3101c0, 0xdb061172, 0xdb061172, 0xdb061172, 0xdd08a02f, 0xdd08a02f, 0xdd08a02f, 0xe56bfe17, 0xe56bfe17, 0xe56bfe17, 0xe75f20a4, 0xe75f20a4, 0xe75f20a4, 0xed44a8fd, 0xed44a8fd, 0xed44a8fd, 0xed44a8fd, 0xf3683016, 0xf3683016, 0xf973b84f, 0xf973b84f, 0xf973b84f, 0xf973b84f, 0xf973b84f, 0xf973b84f",35,"643712.bmd@8, 1113568.bmd@2, 1365320.bmd@2, 1465172.bmd@2, 2001536.bmd@1, 3168764.bmd@1, 3271020.bmd@1, 3952272.bmd@3, 5668812.bmd@1, 7683864.bmd@1, 7849040.bmd@2, 7931836.bmd@7, 8014292.bmd@1, 8179364.bmd@4, 8935020.bmd@2, 9088136.bmd@1, 9947992.bmd@4, 10161640.bmd@3, 10265108.bmd@4, 10503564.bmd@2, 10606064.bmd@1, 11000524.bmd@1, 11061008.bmd@3, 11511040.bmd@8, 11605972.bmd@1, 12009072.bmd@1, 12068644.bmd@1, 12220728.bmd@1, 12577348.bmd@1, 12826676.bmd@4, 12912648.bmd@3, 13021632.bmd@2, 13505160.bmd@2, 13572780.bmd@4, 13664580.bmd@3"
0xf75df0ee,water_pistol_projectile_2 ?,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@21, 1113568.bmd@18, 1365320.bmd@18, 1465172.bmd@12, 2001536.bmd@11, 3168764.bmd@12, 3271020.bmd@28, 3952272.bmd@10, 5668812.bmd@5, 7683864.bmd@21, 7849040.bmd@18, 7931836.bmd@17, 8179364.bmd@16, 8935020.bmd@23, 9088136.bmd@12, 9947992.bmd@21, 10161640.bmd@20, 10265108.bmd@17, 10503564.bmd@15, 10606064.bmd@19, 11061008.bmd@18, 11511040.bmd@15, 11605972.bmd@17, 12068644.bmd@13, 12220728.bmd@17, 12826676.bmd@22, 12912648.bmd@22, 13021632.bmd@17, 13505160.bmd@12, 13572780.bmd@18, 13664580.bmd@19"
0xfa13829d,josh,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x3b39bf8c, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xaf7abe2a, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",31,"643712.bmd@11, 1113568.bmd@5, 1365320.bmd@1, 1465172.bmd@1, 2001536.bmd@0, 3168764.bmd@0, 3271020.bmd@3, 3952272.bmd@2, 5668812.bmd@0, 7683864.bmd@0, 7849040.bmd@1, 7931836.bmd@6, 8179364.bmd@10, 8935020.bmd@5, 9088136.bmd@0, 9947992.bmd@3, 10161640.bmd@2, 10265108.bmd@3, 10503564.bmd@5, 10606064.bmd@8, 11061008.bmd@2, 11511040.bmd@7, 11605972.bmd@8, 12068644.bmd@4, 12220728.bmd@5, 12826676.bmd@3, 12912648.bmd@2, 13021632.bmd@6, 13505160.bmd@5, 13572780.bmd@3, 13664580.bmd@2"
0xfaf37ed6,pickup_ds,,"0x06a8bccb, 0x07608e5a, 0x0cb33492, 0x0d7b0603, 0x13579ee8, 0x194c16b1, 0x1f42a7ec, 0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0x8009e972, 0x81c1dbe3, 0x8bda53ba, 0x943ef9c0, 0x9e257199, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",29,"643712.bmd@19, 1113568.bmd@16, 1365320.bmd@16, 1465172.bmd@10, 2001536.bmd@9, 3271020.bmd@24, 3952272.bmd@8, 7683864.bmd@19, 7849040.bmd@16, 7931836.bmd@15, 8179364.bmd@13, 8935020.bmd@19, 9088136.bmd@10, 9947992.bmd@19, 10161640.bmd@18, 10265108.bmd@15, 10503564.bmd@9, 10606064.bmd@15, 11061008.bmd@16, 11511040.bmd@13, 11605972.bmd@15, 12068644.bmd@11, 12220728.bmd@14, 12826676.bmd@20, 12912648.bmd@20, 13021632.bmd@13, 13505160.bmd@10, 13572780.bmd@16, 13664580.bmd@17"
0x001e671c,,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xe75f20a4",4,"785980.bmd@45, 2336388.bmd@28, 9772676.bmd@32, 10339344.bmd@23"
0x043a762b,fancy_table_4chairs,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@34, 8583196.bmd@39"
0x09edba1a,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@5, 2336388.bmd@4, 8583196.bmd@45, 9772676.bmd@5, 10339344.bmd@9, 11354640.bmd@4"
0x0defce9d,,,"0x06a8bccb, 0x6036478c, 0xe75f20a4",3,"785980.bmd@36, 2336388.bmd@41, 10339344.bmd@32"
0x1243d993,,,"0x06a8bccb, 0x6036478c, 0xe75f20a4",3,"785980.bmd@35, 2336388.bmd@19, 10339344.bmd@31"
0x12bf557b,,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@31, 8583196.bmd@2"
0x14c611ec,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@4, 2336388.bmd@0, 8583196.bmd@46, 9772676.bmd@1, 10339344.bmd@1, 11354640.bmd@6"
0x1c8bc0fe,,,"0x06a8bccb, 0xe75f20a4, 0xed44a8fd",3,"785980.bmd@30, 8583196.bmd@4, 10339344.bmd@30"
0x24d8c2fa,chandelier,,"0x06a8bccb, 0x07608e5a, 0x194c16b1, 0x6036478c, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",7,"785980.bmd@20, 2336388.bmd@10, 2602756.bmd@31, 8583196.bmd@8, 9772676.bmd@16, 10339344.bmd@13, 11907728.bmd@29"
0x323d5153,,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@16, 8583196.bmd@26"
0x4b10597f,laundry_cart,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xe75f20a4",4,"785980.bmd@43, 2336388.bmd@30, 9772676.bmd@28, 10339344.bmd@39"
0x512f3e8b,couch_3_vase,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@29, 2336388.bmd@14, 8583196.bmd@34, 9772676.bmd@20, 10339344.bmd@28, 11354640.bmd@23"
0x5f1bab0e,couch_2_bust,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@18, 2336388.bmd@13, 8583196.bmd@35, 9772676.bmd@19, 10339344.bmd@27, 11354640.bmd@22"
0x63090790,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@7, 2336388.bmd@6, 8583196.bmd@48, 9772676.bmd@7, 10339344.bmd@5, 11354640.bmd@8"
0x630f9c99,bbathroom_stall,,"0x06a8bccb, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x6a2dcfd5, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",14,"785980.bmd@40, 953912.bmd@25, 1209868.bmd@53, 1851344.bmd@25, 2145040.bmd@26, 3015392.bmd@20, 3435788.bmd@35, 8362104.bmd@24, 8583196.bmd@12, 8786604.bmd@25, 10339344.bmd@37, 10768392.bmd@25, 11354640.bmd@10, 12713244.bmd@39"
0x6577721d,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@6, 2336388.bmd@37, 8583196.bmd@43, 9772676.bmd@0, 10339344.bmd@0, 11354640.bmd@7"
0x6af0feed,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@1, 2336388.bmd@8, 8583196.bmd@42, 9772676.bmd@13, 10339344.bmd@10, 11354640.bmd@2"
0x784b0ec7,,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xe75f20a4",4,"785980.bmd@42, 2336388.bmd@22, 9772676.bmd@27, 10339344.bmd@40"
0x806c1f68,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@0, 2336388.bmd@2, 8583196.bmd@40, 9772676.bmd@3, 10339344.bmd@4, 11354640.bmd@0"
0x81d3c415,bathroom_sinks,,"0x06a8bccb, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x6a2dcfd5, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",14,"785980.bmd@41, 953912.bmd@26, 1209868.bmd@54, 1851344.bmd@26, 2145040.bmd@25, 3015392.bmd@21, 3435788.bmd@33, 8362104.bmd@25, 8583196.bmd@11, 8786604.bmd@26, 10339344.bmd@38, 10768392.bmd@26, 11354640.bmd@11, 12713244.bmd@40"
0x8d1ca536,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@3, 2336388.bmd@5, 8583196.bmd@41, 9772676.bmd@6, 10339344.bmd@7, 11354640.bmd@1"
0x933523be,menu_stand,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@12, 2336388.bmd@25, 8583196.bmd@19, 9772676.bmd@29, 10339344.bmd@16, 11354640.bmd@13"
0x9548c1f4,fancy_Table_2chairs,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@33, 8583196.bmd@38"
0x9aeca930,,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@26, 8583196.bmd@51"
0xa343e053,bar,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@37, 2336388.bmd@16, 8583196.bmd@49, 9772676.bmd@22, 10339344.bmd@33, 11354640.bmd@43"
0xa6b72ce0,2chairs_brown,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@19, 2336388.bmd@15, 8583196.bmd@36, 9772676.bmd@21, 10339344.bmd@29, 11354640.bmd@21"
0xa86cbe93,,,"0x06a8bccb, 0x6036478c, 0xe75f20a4",3,"785980.bmd@44, 2336388.bmd@23, 10339344.bmd@41"
0xab1bb70a,2paintings,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@23, 2336388.bmd@26, 8583196.bmd@20, 9772676.bmd@30, 10339344.bmd@17, 11354640.bmd@14"
0xac78bc73,,,"0x06a8bccb, 0x81c1dbe3, 0xe75f20a4",3,"785980.bmd@24, 9772676.bmd@26, 10339344.bmd@20"
0xb8e211b4,grandfather_clock,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@10, 2336388.bmd@1, 8583196.bmd@17, 9772676.bmd@2, 10339344.bmd@2, 11354640.bmd@41"
0xba8a0448,wall_lamp,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@8, 2336388.bmd@9, 8583196.bmd@6, 9772676.bmd@14, 10339344.bmd@11, 11354640.bmd@9"
0xc28dbe6f,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@2, 2336388.bmd@3, 8583196.bmd@44, 9772676.bmd@4, 10339344.bmd@8, 11354640.bmd@3"
0xc62bb164,serving_cart,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",5,"785980.bmd@32, 2336388.bmd@18, 8583196.bmd@5, 9772676.bmd@24, 10339344.bmd@35"
0xc9272c4f,curtains,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@21, 8583196.bmd@9"
0xc93be868,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@11, 2336388.bmd@7, 8583196.bmd@18, 9772676.bmd@8, 10339344.bmd@15, 11354640.bmd@12"
0xd6123125,spiral_staircase,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@28, 2336388.bmd@21, 8583196.bmd@32, 9772676.bmd@18, 10339344.bmd@26, 11354640.bmd@20"
0xd7aee14d,u_couch,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@38, 2336388.bmd@17, 8583196.bmd@13, 9772676.bmd@23, 10339344.bmd@34, 11354640.bmd@42"
0xde24c442,mirror,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@22, 2336388.bmd@11, 8583196.bmd@50, 9772676.bmd@17, 10339344.bmd@14, 11354640.bmd@28"
0xe2eda162,,,"0xe75f20a4, 0xed44a8fd",2,"785980.bmd@39, 8583196.bmd@33"
0xf7867577,,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xe75f20a4",4,"785980.bmd@25, 2336388.bmd@29, 9772676.bmd@31, 10339344.bmd@22"
0xfe16b96a,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xe75f20a4, 0xed44a8fd",6,"785980.bmd@15, 2336388.bmd@12, 8583196.bmd@25, 9772676.bmd@12, 10339344.bmd@25, 11354640.bmd@16"
0x2fe574ab,modern_desk,,"0x48503d56, 0xc32438c4, 0xc93fb09d, 0xf3683016, 0xf973b84f",5,"953912.bmd@17, 1851344.bmd@17, 8786604.bmd@17, 10768392.bmd@17, 12713244.bmd@10"
0x45c9810f,harp,,"0xc32438c4, 0xc93fb09d, 0xf3683016, 0xf973b84f",4,"953912.bmd@43, 1851344.bmd@43, 8786604.bmd@42, 10768392.bmd@43"
0x59a8c759,,,"0x4243eeb1, 0x48503d56, 0xc32438c4, 0xc93fb09d, 0xf3683016, 0xf973b84f",6,"953912.bmd@48, 1851344.bmd@48, 8786604.bmd@47, 10768392.bmd@48, 11818848.bmd@44, 12713244.bmd@30"
0x683c3069,grand_piano,,"0x48503d56, 0x485866e8, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xf3683016, 0xf973b84f",7,"953912.bmd@41, 1851344.bmd@41, 3015392.bmd@49, 8362104.bmd@41, 8786604.bmd@41, 10768392.bmd@41, 12713244.bmd@23"
0x6f694bc4,music_stands,,"0x48503d56, 0x485866e8, 0x6202993f, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xf3683016, 0xf973b84f",8,"953912.bmd@42, 1851344.bmd@42, 3015392.bmd@36, 8362104.bmd@42, 8786604.bmd@40, 10033984.bmd@6, 10768392.bmd@42, 12713244.bmd@25"
0x9734768d,drumset,,"0x48503d56, 0x6202993f, 0x640c2862, 0x721e672a, 0xc32438c4, 0xc93fb09d, 0xe56bfe17, 0xf3683016, 0xf973b84f",9,"953912.bmd@44, 1826476.bmd@0, 1851344.bmd@44, 8786604.bmd@43, 10033984.bmd@7, 10720812.bmd@0, 10768392.bmd@44, 11148480.bmd@0, 12713244.bmd@26"
0xa0051abc,small_stage,,"0x6202993f, 0xc32438c4, 0xc93fb09d, 0xe56bfe17, 0xf3683016, 0xf973b84f",6,"953912.bmd@40, 1851344.bmd@40, 8786604.bmd@39, 10033984.bmd@5, 10720812.bmd@5, 10768392.bmd@40"
0xa6ed6931,globe,,"0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xf3683016",4,"953912.bmd@34, 1851344.bmd@34, 8362104.bmd@38, 10768392.bmd@34"
0x14c5ba24,saboteur,,"0x4243eeb1, 0x48503d56, 0x485866e8, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0x6a2dcfd5, 0xc32438c4, 0xc52a8999, 0xc93fb09d, 0xcf3101c0, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf973b84f",16,"1113568.bmd@1, 1365320.bmd@6, 1465172.bmd@3, 3271020.bmd@0, 7849040.bmd@3, 8179364.bmd@3, 8935020.bmd@1, 10161640.bmd@13, 10606064.bmd@0, 11061008.bmd@10, 11605972.bmd@0, 12220728.bmd@0, 12912648.bmd@5, 13021632.bmd@1, 13505160.bmd@1, 13572780.bmd@13"
0x6c2109d8,,,"0x3b39bf8c, 0x4243eeb1, 0xc52a8999, 0xcf3101c0, 0xdd08a02f, 0xf3683016",6,"1113568.bmd@14, 3168764.bmd@9, 3271020.bmd@19, 7849040.bmd@14, 10503564.bmd@12, 10606064.bmd@16"
0xc2a0965b,pickup_guitar,,"0x4243eeb1, 0x48503d56",2,"1113568.bmd@9, 12220728.bmd@7"
0xcbe2e5f4,,,"0x4243eeb1, 0x48503d56, 0x567ca5bd, 0x5c6f765a, 0x8bda53ba, 0xc32438c4, 0xc52a8999, 0xdb061172, 0xdd08a02f, 0xe75f20a4, 0xed44a8fd, 0xf3683016, 0xf973b84f",13,"1113568.bmd@10, 1365320.bmd@4, 7683864.bmd@11, 7849040.bmd@7, 8179364.bmd@2, 8935020.bmd@11, 10503564.bmd@6, 10606064.bmd@9, 11605972.bmd@11, 12220728.bmd@6, 12912648.bmd@14, 13021632.bmd@15, 13572780.bmd@6"
0x36648f28,makeup_table,,0x8bda53ba,1,1209868.bmd@60
0x7acd777d,privacy_screen,,"0x07608e5a, 0x194c16b1, 0x8bda53ba",3,"1209868.bmd@46, 2602756.bmd@43, 11907728.bmd@40"
0x94c70af4,hexagon_couch,,"0x8bda53ba, 0xdd08a02f",2,"1209868.bmd@36, 2145040.bmd@42"
0x970e689d,,,"0x485866e8, 0x8bda53ba",2,"1209868.bmd@32, 3015392.bmd@35"
0xc7d1066a,hanging_suits,,"0x07608e5a, 0x194c16b1, 0x8bda53ba",3,"1209868.bmd@44, 2602756.bmd@45, 11907728.bmd@41"
0xcb22ddae,shelf_bottles,,0x8bda53ba,1,1209868.bmd@59
0xd27d486b,,,"0x0cb33492, 0x640c2862, 0x8bda53ba",3,"1209868.bmd@9, 1532740.bmd@9, 11148480.bmd@3"
0xd9afbd84,shelf_hats,,0x8bda53ba,1,1209868.bmd@55
0x886c7a61,,,"0x3b39bf8c, 0xdb061172, 0xf3683016",3,"1365320.bmd@5, 3168764.bmd@8, 10503564.bmd@10"
0xa77538e6,,,"0x3b39bf8c, 0x48503d56, 0x567ca5bd, 0x5c6f765a, 0x6036478c, 0xc32438c4, 0xdb061172, 0xdd08a02f, 0xf973b84f",9,"1365320.bmd@10, 3168764.bmd@7, 8179364.bmd@14, 8935020.bmd@12, 10161640.bmd@9, 10606064.bmd@17, 11605972.bmd@5, 12220728.bmd@15, 13021632.bmd@14"
0x139b10e5,,,"0x485866e8, 0x6036478c, 0x6a2dcfd5, 0xaf7abe2a, 0xc93fb09d, 0xcf3101c0, 0xed44a8fd",7,"1465172.bmd@9, 3271020.bmd@11, 5668812.bmd@28, 10161640.bmd@14, 11061008.bmd@9, 12912648.bmd@6, 13505160.bmd@8"
0x3d323f98,,,0xaf7abe2a,1,1846256.bmd@0
0x64abe67a,,,0xaf7abe2a,1,1846256.bmd@1
0xef6905eb,,,0xaf7abe2a,1,1846256.bmd@2
0x03b81854,pickup_guitar_pick,,"0x06a8bccb, 0x0d7b0603, 0x567ca5bd, 0x943ef9c0, 0xf973b84f",5,"2001536.bmd@8, 8935020.bmd@18, 9088136.bmd@7, 9947992.bmd@18, 11605972.bmd@14"
0x442619a2,pickup_notebook_page,,"0x06a8bccb, 0x81c1dbe3",2,"2001536.bmd@3, 3952272.bmd@4"
0xc2a364f7,maid,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3, 0xed44a8fd",4,"2001536.bmd@6, 3952272.bmd@6, 10161640.bmd@7, 12912648.bmd@9"
0x5a06665a,locker_blue,,"0x4243eeb1, 0x48503d56, 0x567ca5bd, 0x6202993f, 0xc52a8999, 0xdd08a02f, 0xed44a8fd",7,"2145040.bmd@31, 3435788.bmd@38, 8362104.bmd@34, 8583196.bmd@1, 10033984.bmd@11, 11818848.bmd@34, 12713244.bmd@27"
0xc94f37a6,trophy_case,,"0x4243eeb1, 0x485866e8, 0x567ca5bd, 0xc52a8999, 0xdd08a02f",5,"2145040.bmd@41, 3015392.bmd@22, 3435788.bmd@27, 8362104.bmd@28, 11818848.bmd@29"
0xd0cad93f,stage_chairs_small,,"0x567ca5bd, 0xdd08a02f",2,"2145040.bmd@46, 3435788.bmd@45"
0x0e2af299,,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3",3,"2336388.bmd@35, 9772676.bmd@10, 10339344.bmd@21"
0x32597600,,,"0x6036478c, 0x81c1dbe3",2,"2336388.bmd@31, 9772676.bmd@36"
0x37c9f4db,outdoor_planter,,"0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xed44a8fd",4,"2336388.bmd@39, 8583196.bmd@10, 9772676.bmd@39, 11354640.bmd@39"
0x45c41aec,,,"0x6036478c, 0x81c1dbe3",2,"2336388.bmd@32, 9772676.bmd@35"
0x61e58945,butler_cart,,"0x6036478c, 0x81c1dbe3, 0xed44a8fd",3,"2336388.bmd@38, 8583196.bmd@22, 9772676.bmd@41"
0x96c07daa,,,"0x06a8bccb, 0x6036478c, 0x6a2dcfd5, 0x81c1dbe3, 0xed44a8fd",5,"2336388.bmd@33, 8583196.bmd@47, 9772676.bmd@33, 10339344.bmd@6, 11354640.bmd@5"
0xa24c29f6,,,"0x06a8bccb, 0x6036478c, 0x81c1dbe3",3,"2336388.bmd@27, 9772676.bmd@34, 10339344.bmd@19"
0x40d2dedc,boxes,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199",4,"2602756.bmd@38, 8301872.bmd@23, 9165008.bmd@23, 11907728.bmd@35"
0x60ec6ddd,,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199",4,"2602756.bmd@11, 8301872.bmd@1, 9165008.bmd@1, 11907728.bmd@11"
0xb6729caa,guitars,,0x07608e5a,1,2602756.bmd@44
0xc996b0b5,staircase,,"0x07608e5a, 0x194c16b1, 0x1f42a7ec, 0x9e257199",4,"2602756.bmd@9, 8301872.bmd@9, 9165008.bmd@9, 11907728.bmd@9"
0xcf1127f8,,,0x13579ee8,1,2845212.bmd@59
0x0091593c,keyboard_xylophone,,"0x485866e8, 0x6202993f, 0xc52a8999",3,"3015392.bmd@48, 8362104.bmd@44, 10033984.bmd@10"
0x1691c8a9,basketball_court_markings,,"0x4243eeb1, 0x485866e8, 0xc52a8999",3,"3015392.bmd@24, 8362104.bmd@30, 11818848.bmd@31"
0x475fc772,basketball_hoop,,"0x4243eeb1, 0x485866e8, 0x567ca5bd, 0xc52a8999",4,"3015392.bmd@23, 3435788.bmd@25, 8362104.bmd@29, 11818848.bmd@30"
0xa81af21d,,,"0x4243eeb1, 0x485866e8, 0x567ca5bd, 0xc52a8999",4,"3015392.bmd@25, 3435788.bmd@24, 8362104.bmd@31, 11818848.bmd@32"
0xeac2ee65,music_shelf,,"0x48503d56, 0x485866e8, 0xc52a8999",3,"3015392.bmd@37, 8362104.bmd@43, 12713244.bmd@24"
0x129da472,drake_guitar,,"0x3b39bf8c, 0x6202993f, 0x640c2862, 0x721e672a, 0xe56bfe17, 0xf973b84f",6,"3168764.bmd@5, 8014292.bmd@0, 8935020.bmd@15, 11000524.bmd@0, 12009072.bmd@0, 12577348.bmd@0"
0x12d2008b,,,"0x3b39bf8c, 0xdd08a02f, 0xf3683016",3,"3168764.bmd@6, 10503564.bmd@11, 10606064.bmd@10"
0x949b8969,megan,,"0x13579ee8, 0x3b39bf8c, 0x943ef9c0, 0xf973b84f",4,"3168764.bmd@10, 8935020.bmd@14, 9947992.bmd@17, 13664580.bmd@16"
0x0fe2cafe,pickup_flash_powder,,"0x194c16b1, 0x1f42a7ec, 0x6036478c, 0x8bda53ba, 0x9e257199, 0xcf3101c0, 0xed44a8fd, 0xf973b84f",8,"3271020.bmd@23, 7683864.bmd@18, 7931836.bmd@13, 8935020.bmd@16, 10161640.bmd@12, 11511040.bmd@11, 12826676.bmd@19, 12912648.bmd@19"
0x2e15e413,,,"0x07608e5a, 0x194c16b1, 0xaf7abe2a, 0xcf3101c0",4,"3271020.bmd@12, 5668812.bmd@21, 10265108.bmd@2, 12826676.bmd@2"
